id00012	39.81s	dev/aac/id00012/nRiPvNQ1GCQ/00141.flac
id00015	122.05s	dev/aac/id00015/BLmV4u7Tcrs/00095.flac
id00016	19.58s	dev/aac/id00016/rlCb70CV3YU/00138.flac
id00017	30.21s	test/aac/id00017/M6PYYNz3pac/00032.flac
id00018	81.02s	dev/aac/id00018/sap-FjURHlc/00174.flac
id00019	25.79s	dev/aac/id00019/WqlypvicTmY/00099.flac
id00020	18.43s	dev/aac/id00020/iRsViE6yAeg/00307.flac
id00021	13.25s	dev/aac/id00021/6uNNej-JZ-c/00009.flac
id00022	36.80s	dev/aac/id00022/twCPGo2rtCo/00294.flac
id00024	22.53s	dev/aac/id00024/dFmjHT2eSrk/00073.flac
id00025	16.77s	dev/aac/id00025/YWkS_GWripE/00034.flac
id00026	16.45s	dev/aac/id00026/YPM8RpetRyk/00043.flac
id00027	10.37s	dev/aac/id00027/3TQ8zPkRTnY/00001.flac
id00028	11.33s	dev/aac/id00028/JotV4Bv8FGU/00068.flac
id00029	61.95s	dev/aac/id00029/TGpCGl036qk/00294.flac
id00032	22.14s	dev/aac/id00032/t2qzjbg-Tjs/00331.flac
id00033	33.28s	dev/aac/id00033/CNdt1lNvIZ8/00030.flac
id00035	33.73s	dev/aac/id00035/fCUxqw2uCcM/00130.flac
id00036	17.28s	dev/aac/id00036/Q7WDEInHc60/00007.flac
id00039	27.14s	dev/aac/id00039/8UX4wjiAx4M/00007.flac
id00040	32.77s	dev/aac/id00040/zK-jkYHtVEg/00190.flac
id00042	19.14s	dev/aac/id00042/4yuJSkaZwn0/00023.flac
id00043	35.39s	dev/aac/id00043/xAVxzdqMzHc/00478.flac
id00044	14.08s	dev/aac/id00044/ELNfdjFcbFw/00030.flac
id00046	13.12s	dev/aac/id00046/pnY4CyZjFB0/00053.flac
id00047	61.44s	dev/aac/id00047/4ifdMhcDw-w/00002.flac
id00049	18.50s	dev/aac/id00049/P_Ht6xBy7L4/00085.flac
id00050	14.66s	dev/aac/id00050/zHPn_cyMCeQ/00115.flac
id00051	43.20s	dev/aac/id00051/hjwPb0bPnRg/00248.flac
id00052	44.29s	dev/aac/id00052/NK_leX996Yk/00016.flac
id00053	21.70s	dev/aac/id00053/X8W28ICJSig/00074.flac
id00055	25.54s	dev/aac/id00055/Ikbgfc6VDLQ/00070.flac
id00056	16.38s	dev/aac/id00056/GUh0mNVw0U8/00036.flac
id00058	22.66s	dev/aac/id00058/5vrNiPz7ZC4/00010.flac
id00059	46.21s	dev/aac/id00059/wg3IDpS8Pjk/00108.flac
id00060	34.82s	dev/aac/id00060/EpTbqwZhpJQ/00104.flac
id00061	36.03s	test/aac/id00061/bdkqfVtDZVY/00135.flac
id00062	87.49s	dev/aac/id00062/RWJ4u06arl0/00219.flac
id00063	15.42s	dev/aac/id00063/cVZBXC2rjPM/00019.flac
id00064	57.28s	dev/aac/id00064/AvvXSNxuokY/00086.flac
id00066	16.70s	dev/aac/id00066/48t2kwKQqFk/00010.flac
id00067	17.15s	dev/aac/id00067/idJ9FTBF9ms/00062.flac
id00068	27.90s	dev/aac/id00068/87KfuH7sucE/00001.flac
id00069	28.22s	dev/aac/id00069/Q7i62lTgVBY/00046.flac
id00070	20.29s	dev/aac/id00070/Azdri1kLJRo/00017.flac
id00071	15.17s	dev/aac/id00071/zLhVOuTXHdk/00033.flac
id00073	24.58s	dev/aac/id00073/94CkJK77C7I/00008.flac
id00074	10.88s	dev/aac/id00074/N8hXL1fVUWs/00022.flac
id00075	12.74s	dev/aac/id00075/IbcFwLpRs0k/00006.flac
id00076	35.97s	dev/aac/id00076/yPdG9n0A4Pc/00369.flac
id00078	45.70s	dev/aac/id00078/XnCAsB-CycQ/00295.flac
id00079	10.94s	dev/aac/id00079/6XlRpQWhRAs/00001.flac
id00080	19.58s	dev/aac/id00080/xKOKZLEReGo/00264.flac
id00081	19.97s	test/aac/id00081/w0Jxv9zDAEg/00230.flac
id00082	24.64s	dev/aac/id00082/goIUxCpP-VA/00139.flac
id00083	13.38s	dev/aac/id00083/OUdNk3U0pF4/00025.flac
id00084	27.58s	dev/aac/id00084/4_pu9g8JCyY/00106.flac
id00085	10.94s	dev/aac/id00085/K_bk7SwEri8/00004.flac
id00086	19.78s	dev/aac/id00086/NaPiOvJgt9E/00131.flac
id00087	9.73s	dev/aac/id00087/Mr7p7lDP1LI/00020.flac
id00088	16.70s	dev/aac/id00088/qNi1FKp5kcA/00047.flac
id00089	18.62s	dev/aac/id00089/qghXHbkFmL4/00177.flac
id00090	21.63s	dev/aac/id00090/pjfPYEn6_5A/00111.flac
id00091	17.54s	dev/aac/id00091/kNFpjk94XtI/00042.flac
id00092	43.07s	dev/aac/id00092/lq_es1IbM8c/00040.flac
id00096	21.57s	dev/aac/id00096/pw0SM5QJs3M/00156.flac
id00097	24.58s	dev/aac/id00097/md6y8mk7IR8/00326.flac
id00098	26.75s	dev/aac/id00098/j26yyXKQFG4/00016.flac
id00099	19.46s	dev/aac/id00099/GyVXa78mKto/00017.flac
id00100	11.07s	dev/aac/id00100/v87tr1wQAhE/00040.flac
id00103	27.52s	dev/aac/id00103/W1TGWfek7pk/00110.flac
id00104	11.20s	dev/aac/id00104/ntkubHi3KnA/00029.flac
id00105	15.55s	dev/aac/id00105/K-_gOSEPihU/00018.flac
id00109	24.90s	dev/aac/id00109/bnlUTd1gZck/00025.flac
id00111	38.34s	dev/aac/id00111/H7JbDOJOBsI/00092.flac
id00114	7.30s	dev/aac/id00114/BnbTHkYs80Q/00004.flac
id00116	20.54s	dev/aac/id00116/M7b-3w3g2ss/00014.flac
id00117	16.13s	dev/aac/id00117/gPevSqJZtDc/00027.flac
id00126	17.66s	dev/aac/id00126/T3iPR0T8SJc/00146.flac
id00127	34.69s	dev/aac/id00127/bOf4J_JLfoc/00091.flac
id00128	22.66s	dev/aac/id00128/rKEPRnC7ql0/00115.flac
id00129	23.55s	dev/aac/id00129/LwFIscbphEI/00022.flac
id00134	8.64s	dev/aac/id00134/kpeEUFgTPXs/00028.flac
id00137	24.00s	dev/aac/id00137/mUIrKTCBg24/00063.flac
id00144	23.49s	dev/aac/id00144/dTwXeZ4GkzI/00057.flac
id00145	37.76s	dev/aac/id00145/mAZhCLkGAHo/00116.flac
id00146	8.51s	dev/aac/id00146/yrHIn_PrG1E/00020.flac
id00149	41.15s	dev/aac/id00149/e_fvvQwCikQ/00269.flac
id00151	13.18s	dev/aac/id00151/s0ZQI4640QA/00126.flac
id00154	15.49s	test/aac/id00154/NLH2ekd7AFg/00083.flac
id00155	19.14s	dev/aac/id00155/wV2KrgcXYiQ/00146.flac
id00159	20.42s	dev/aac/id00159/9D42Ta4Wj8k/00017.flac
id00161	18.69s	dev/aac/id00161/ZZeiD2-Rbg4/00151.flac
id00163	10.50s	dev/aac/id00163/IzT4dMnJbkw/00030.flac
id00164	12.22s	dev/aac/id00164/2lXLwD12k-I/00013.flac
id00165	52.67s	dev/aac/id00165/iWeNP2XgakY/00153.flac
id00166	11.01s	dev/aac/id00166/hIDRBmNx3II/00027.flac
id00167	17.86s	dev/aac/id00167/CEwgEQlRCMY/00020.flac
id00168	34.62s	dev/aac/id00168/wDqA7veCWns/00460.flac
id00169	34.50s	dev/aac/id00169/u7YIhplZEco/00058.flac
id00170	25.34s	dev/aac/id00170/ET0u0WQ1uMs/00042.flac
id00171	32.58s	dev/aac/id00171/ZyZYEXF3gy4/00147.flac
id00172	43.46s	dev/aac/id00172/ixKG7af-GHo/00106.flac
id00173	44.42s	dev/aac/id00173/T4vl8Hv2czk/00106.flac
id00175	23.74s	dev/aac/id00175/0EJzVHMMDnI/00013.flac
id00176	30.46s	dev/aac/id00176/CQdnKv46L2k/00073.flac
id00177	23.81s	dev/aac/id00177/3olh8m6ja5U/00065.flac
id00179	32.58s	dev/aac/id00179/jj08w-u1Nds/00183.flac
id00180	26.50s	dev/aac/id00180/hs8jMuo8Fdg/00164.flac
id00181	16.96s	dev/aac/id00181/1YDv0ETDLI0/00013.flac
id00183	7.81s	dev/aac/id00183/sG_iao2-8GQ/00008.flac
id00184	60.42s	dev/aac/id00184/64SnJemMVxM/00090.flac
id00185	25.02s	dev/aac/id00185/9XmY_zqgCP4/00125.flac
id00186	21.57s	dev/aac/id00186/EMLGsZVU-kA/00045.flac
id00187	56.90s	dev/aac/id00187/FbWjuK-bFko/00137.flac
id00188	15.10s	dev/aac/id00188/oOQBE1BT6e0/00033.flac
id00189	13.76s	dev/aac/id00189/GWPzmoQ7rlo/00025.flac
id00190	28.22s	dev/aac/id00190/FKzs0uGX_VA/00043.flac
id00191	19.01s	dev/aac/id00191/ezTYK2g6aLA/00365.flac
id00192	35.01s	dev/aac/id00192/rfqRFWYwwa0/00330.flac
id00195	31.74s	dev/aac/id00195/U6qqavozh1k/00109.flac
id00197	14.78s	dev/aac/id00197/FpPqH1tV0qk/00006.flac
id00198	48.32s	dev/aac/id00198/H0q6uq6fH1g/00105.flac
id00201	11.46s	dev/aac/id00201/9sMZNTSG9gs/00007.flac
id00202	43.84s	dev/aac/id00202/CiFKVxzPlEc/00174.flac
id00203	17.02s	dev/aac/id00203/5G_uBolhF0k/00003.flac
id00206	15.23s	dev/aac/id00206/vsoPCQXW414/00124.flac
id00220	16.06s	dev/aac/id00220/Jh7I7UKe3aE/00017.flac
id00221	23.23s	dev/aac/id00221/qdys5UvqwfY/00097.flac
id00222	9.09s	dev/aac/id00222/w1E1xhqYZlc/00019.flac
id00223	19.97s	dev/aac/id00223/ELwA08XZ2Ds/00045.flac
id00225	31.62s	dev/aac/id00225/MHSgwpfHAXw/00084.flac
id00231	20.16s	dev/aac/id00231/P2NQAhJcGbU/00028.flac
id00232	16.26s	dev/aac/id00232/2cgr5G6MSx4/00003.flac
id00234	20.54s	dev/aac/id00234/DbAiXblcTow/00037.flac
id00235	28.61s	dev/aac/id00235/8AFRaTtYdYE/00013.flac
id00236	10.62s	dev/aac/id00236/QNSwXXGRADc/00014.flac
id00238	25.98s	dev/aac/id00238/RATFuqy-QXc/00014.flac
id00239	42.82s	dev/aac/id00239/sBQyZ7udYYY/00040.flac
id00241	12.16s	dev/aac/id00241/vAwtl22KQ1Q/00043.flac
id00242	8.19s	dev/aac/id00242/ipH9TilMrJU/00027.flac
id00243	20.42s	dev/aac/id00243/oWwEIXM3oZQ/00041.flac
id00244	15.62s	dev/aac/id00244/I6PHab-wguY/00026.flac
id00245	24.32s	dev/aac/id00245/4kDeuoZJZFg/00049.flac
id00246	31.81s	dev/aac/id00246/mcGST8cNYQ4/00127.flac
id00249	14.66s	dev/aac/id00249/C4vDgFdpgu4/00009.flac
id00251	26.69s	dev/aac/id00251/NkJAdjz-DBs/00042.flac
id00253	17.02s	dev/aac/id00253/UoIRIvW12C0/00015.flac
id00254	12.22s	dev/aac/id00254/rfrLawyNGG0/00049.flac
id00255	24.77s	dev/aac/id00255/DIkfpx0GtCE/00146.flac
id00257	40.83s	dev/aac/id00257/9EkqE8CjRko/00052.flac
id00258	66.62s	dev/aac/id00258/QJCr8X7d7JQ/00194.flac
id00259	19.58s	dev/aac/id00259/QrPhGs9Szlk/00042.flac
id00261	14.14s	dev/aac/id00261/4bFGxkPNU6w/00011.flac
id00262	40.26s	dev/aac/id00262/R2KprlXYoBY/00107.flac
id00264	19.65s	dev/aac/id00264/JJbG9R-qA1k/00100.flac
id00265	26.37s	dev/aac/id00265/KAaXDHnrQcs/00080.flac
id00266	70.66s	dev/aac/id00266/xRiW-Uo0utI/00476.flac
id00268	10.18s	dev/aac/id00268/KkANn82ZrlQ/00035.flac
id00269	9.73s	dev/aac/id00269/ueCNV-CsH7k/00068.flac
id00270	19.78s	dev/aac/id00270/rCvsqW8lZEw/00141.flac
id00271	22.98s	dev/aac/id00271/Qo9z-gSxsZU/00013.flac
id00272	39.17s	dev/aac/id00272/gC2NoI9X9xw/00277.flac
id00274	48.77s	dev/aac/id00274/m5s74DcZpE0/00245.flac
id00275	14.53s	dev/aac/id00275/d6JMCaSxet0/00070.flac
id00276	25.86s	dev/aac/id00276/SEVWY6MPuok/00068.flac
id00277	18.94s	dev/aac/id00277/RIaXcvzM8Nw/00055.flac
id00279	17.73s	dev/aac/id00279/cPopFZ7QqMM/00037.flac
id00281	25.22s	dev/aac/id00281/A4fCvNLj7ew/00035.flac
id00282	25.41s	dev/aac/id00282/Sj8Fwx1C-_w/00148.flac
id00283	16.32s	dev/aac/id00283/4NfVdKhlrL0/00011.flac
id00285	19.90s	dev/aac/id00285/XhFzY57hhSw/00043.flac
id00286	18.05s	dev/aac/id00286/AJq3iK4NHhw/00032.flac
id00287	28.16s	dev/aac/id00287/KZpHl8LnmvA/00052.flac
id00288	16.96s	dev/aac/id00288/0AvBXw6IyXU/00002.flac
id00289	31.62s	dev/aac/id00289/mKFiZyJKidA/00175.flac
id00290	11.07s	dev/aac/id00290/KGiyOrtEkCk/00009.flac
id00291	30.08s	dev/aac/id00291/yz4mKT3bAW4/00178.flac
id00292	21.06s	dev/aac/id00292/qELK8N_DykA/00067.flac
id00296	67.14s	dev/aac/id00296/0X_FHMTK_QA/00015.flac
id00297	13.89s	dev/aac/id00297/7U_vXMc27Jc/00016.flac
id00298	11.07s	dev/aac/id00298/l1MX9kc3izY/00046.flac
id00299	21.89s	dev/aac/id00299/gbpVOgC8Bp8/00072.flac
id00300	13.12s	dev/aac/id00300/wZENIqRtvaE/00027.flac
id00301	28.22s	dev/aac/id00301/RsSwWlbUwPo/00079.flac
